,B Cells,Blood Cells,CM1,CM2,CM3,CM4,CM5,EC,EPI,EndoEC,FB,Glial,Macrophage,Pericyte/SMC,T cells
4931406C07Rik,0.03193396,0.019286912,0.052280463,0.074358694,0.074866466,0.062070698,0.028641261,0.05418448,0.15483488,0.10791854,0.09639034,0.062083382,0.08958076,0.038806655,0.051135153
4931406P16Rik,0.08110663,0.156126,0.006115436,0.11097293,0.04637349,0.0048155654,0.09554551,0.63365936,0.3114747,0.56403416,0.28221825,0.19622572,0.09736893,0.17797132,0.12434931
4931414P19Rik,0.0114966305,0.006236552,0.06342141,0.10343229,0.11417119,0.0019293596,0.06414584,0.0056902687,0.025557756,0.0112984935,0.007932655,0.022755664,0.0038548347,0.003400275,0.0061967215
4932438A13Rik,0.07621723,0.04011414,0.024597252,0.33017987,0.08966434,0.0053406185,0.1541374,0.15491089,0.22966485,0.23541792,0.12121139,0.2424352,0.0708111,0.12707599,0.16652383
4933402D24Rik,0.033312794,0.008527266,0.00045560594,0.0037300054,0.0049367757,0.0016032418,0.0033370594,0.00011678064,0.0029399917,0.002801364,0.00021362194,0.27505928,0.0003186061,0.00034704537,0.02353919
4933406I18Rik,0.011158105,0.004642002,0.00067340984,0.09835516,0.0034096425,0.0023811895,0.0027857667,0.0003081323,0.0020914031,0.019524861,0.00071710994,0.17234161,0.14142953,0.00029470795,0.028549165
4933417O13Rik,0.0066029388,0.0035823788,0.23822902,0.46700355,0.36360195,0.0023340066,0.13951811,0.00021705084,0.002905752,0.0022441905,0.000113857124,0.025126362,0.00035575635,0.00075890985,0.0058496385
4933424L21Rik,0.5187399,0.2779123,0.0009001228,0.024885416,0.006390879,0.003284614,0.013545983,0.00014511848,0.023513049,0.0103142215,0.00018337143,0.7158374,0.00065567635,0.0006363444,0.45748883
4933427D14Rik,0.012447679,0.012672867,0.002709054,0.14886072,0.034400962,0.002143153,0.017571896,0.023874033,0.028034534,0.025822245,0.02162933,0.044696853,0.007878325,0.02034499,0.016646387
4933434E20Rik,0.16461237,0.06263062,0.19522297,0.25525308,0.23042099,0.06480857,0.14324814,0.16378649,0.44011188,0.25598246,0.18714307,0.06396906,0.22470674,0.10192838,0.18156636
5031425E22Rik,0.2502801,0.11159936,0.43801153,0.6836095,0.5732832,0.004712499,0.5839761,0.26993904,0.34173784,0.30687094,0.28335026,0.26256052,0.19543196,0.17169027,0.26829314
5031439G07Rik,0.055702038,0.006620581,0.004210741,0.04317869,0.012321631,0.026601888,0.057293132,0.04576124,0.15427123,0.09534324,0.089083605,0.024513029,0.22060052,0.027835837,0.015893135
5033428I22Rik,0.011938346,0.0033152557,0.013870099,0.050210424,0.03230257,0.03092382,0.051516198,0.011091256,0.14948627,0.3952148,0.09367001,0.023003867,0.0060854126,0.0035020139,0.0064627887
5330416C01Rik,0.014095086,0.005759787,0.00021571312,0.0031990905,0.0015582433,0.0013624574,0.003143355,0.0002178887,0.0028431334,0.025083289,0.0048342347,0.33311623,0.00056348887,0.00046984595,0.018836329
5430416N02Rik,0.09579785,0.009920675,0.014403602,0.019326944,0.031855594,0.0075260703,0.045994136,0.044977933,0.12019607,0.05509699,0.08701575,0.12514009,0.028745623,0.030697115,0.18083823
5430427O19Rik,0.08400326,0.0068224473,0.0027860396,0.01215617,0.004847623,0.0016802754,0.0076462203,0.0007527295,0.009045366,0.0032843384,0.0014914884,0.023411805,0.09982663,0.00093907485,0.047434155
5730455P16Rik,0.023522897,0.011636417,0.021268664,0.054329,0.05920011,0.04041614,0.04918562,0.044878013,0.118867315,0.06889016,0.070705004,0.13214771,0.030101635,0.036123276,0.044195827
5730522E02Rik,0.006386881,0.003568746,0.14136112,0.50281996,0.2578034,0.002289398,0.051530994,0.00027085963,0.0047670635,0.003546405,0.00096036383,0.024736138,0.00066592766,0.00034860577,0.005018409
6030443J06Rik,0.0065394146,0.009291857,0.042798217,0.07689317,0.035419077,0.0041306266,0.032246266,0.0021522793,0.008326593,0.0023218477,0.0044913483,0.022347497,0.001521381,0.0027292212,0.005871479
6030458C11Rik,0.03722764,0.01259419,0.005461061,0.05364591,0.013786337,0.0035283105,0.016127292,0.028472751,0.06750187,0.078088656,0.038551323,0.02158332,0.024191678,0.021288093,0.0558464
6230400D17Rik,0.0062325066,0.0067860237,0.14215186,0.2079514,0.20370114,0.0029140783,0.32345536,0.002178592,0.027498098,0.013111923,0.0050233444,0.022857742,0.008088185,0.0032306786,0.010925636
6330403K07Rik,0.025626637,0.004593294,0.0036102014,0.0030722176,0.0015151942,0.009282691,0.0017912711,0.0016690604,0.11184331,0.07843304,0.12249647,0.24533731,0.0067044417,0.014566668,0.033582363
6720427I07Rik,0.0065666763,0.006392939,0.09724418,0.15458304,0.17176065,0.0024001792,0.13502249,0.0072312034,0.00920746,0.0057389643,0.0065872786,0.020341018,0.0073272176,0.002513864,0.016235588
8030462N17Rik,0.012304937,0.0038786598,0.088633984,0.29425138,0.1845803,0.0038559237,0.21673276,0.0050126296,0.0033712178,0.00977969,0.0055766227,0.024008479,0.007898981,0.0011672237,0.0118291285
9030624G23Rik,0.006163531,0.0035806533,0.0014751008,0.050833333,0.007020013,0.0031408654,0.10827668,0.0015309253,0.4036751,0.0033305748,0.0047173416,0.028779898,0.0005800224,0.000780156,0.006331975
9130401M01Rik,0.009361155,0.009378123,0.043355577,0.06713808,0.06917184,0.11765625,0.056643546,0.037921738,0.3603019,0.090890914,0.15621231,0.0667753,0.08599404,0.03538471,0.039388932
9330111N05Rik,0.0066651823,0.0068758903,0.5704434,0.689336,0.59619904,0.005165473,0.9339476,0.00016581203,0.004743187,0.0032868397,0.000826015,0.021353234,0.0020889011,0.00039856363,0.005840661
9330175M20Rik,0.006174327,0.0036965571,0.0022247923,0.07644585,0.013777822,0.0018459948,0.003992539,0.0007797869,0.0031500168,0.1545804,0.00086060236,0.026373161,0.00033689884,0.00063872937,0.005491567
9430038I01Rik,0.05223852,0.019245546,0.06378406,0.10523162,0.057247326,0.08571181,0.07227912,0.079782024,0.175244,0.09694832,0.093877465,0.08671489,0.12621675,0.053908255,0.046775393
9530026P05Rik,0.00714542,0.0039176214,0.1082426,0.059203815,0.1314614,0.0029610978,0.17311423,0.014620128,0.1066454,0.023416178,0.006585095,0.02822048,0.0029116315,0.037290014,0.0063230246
9530059O14Rik,0.33994862,0.181411,0.00063188816,0.011719675,0.0046289302,0.0034593255,0.0056509604,0.0002425201,0.013808246,0.0058039394,0.00028141285,0.6772542,0.005422641,0.0010894223,0.46539682
9530068E07Rik,0.09207846,0.06727432,0.12882459,0.17124647,0.11639506,0.6316233,0.105427176,0.2576526,1.2161974,0.6269362,0.7851603,0.4410113,0.35832095,0.39386648,0.24830437
9830107B12Rik,0.012897663,0.0041525126,0.00081550115,0.0030847767,0.0013907786,0.002256998,0.0017202429,0.0002230358,0.0035659366,0.0014671757,0.00023938865,0.03510591,0.03128757,0.000455043,0.012194228
9930021J03Rik,0.061982073,0.023179024,0.034552507,0.37284067,0.18412164,0.0036037166,0.2589278,0.0954888,0.1672637,0.12488415,0.13005252,0.07001311,0.05242756,0.073186584,0.074695244
A230083G16Rik,0.008228586,0.0038473452,0.03287742,0.060646355,0.040933292,0.38603705,0.013774553,0.00026886858,0.004242107,0.0025214774,0.00036896093,0.039335392,0.0005276605,0.0005759719,0.006290764
A2m,0.008408956,0.003956869,0.0008176576,0.0030066883,0.0014979931,0.0013918251,0.00173764,0.00081519084,0.0055251396,0.14628796,0.001961774,0.061434425,0.0020272403,0.00047565092,0.0071069687
A330032B11Rik,0.006615994,0.0038339964,0.2512762,0.30970296,0.27137026,0.003899706,0.072836526,0.0025181666,0.005056856,0.0028629126,0.0020433012,0.023139702,0.0028172145,0.004234391,0.006017107
A330102I10Rik,0.0063505583,0.007552423,0.20414945,0.36769646,0.22648345,0.0048975325,0.122819215,0.00045029583,0.00545388,0.0025711576,0.00082214316,0.03293863,0.0005069084,0.0012695962,0.006916866
A430005L14Rik,0.012522308,0.008690757,0.042837724,0.09940351,0.04502739,0.17794436,0.030133728,0.0750994,0.34772024,0.121253386,0.11396167,0.09707872,0.115582354,0.066173024,0.098633476
A530016L24Rik,0.0069399322,0.0066335485,0.073573455,0.15251078,0.10419048,0.03661407,0.027371088,0.048362732,0.030541997,0.09411644,0.018215105,0.026841287,0.0038201627,0.0102385,0.0055848174
A530020G20Rik,0.11141789,0.019394478,0.00033885398,0.0041806404,0.0018480403,0.0022120567,0.0019760388,0.00037758693,0.05057173,0.0018820708,0.002819045,0.6070108,0.00037211593,0.00053921173,0.087614164
A530032D15Rik,0.05175825,0.004116816,0.00020576242,0.0031486107,0.0015290201,0.0012716848,0.0019546028,0.00021684504,0.002320412,0.0024615792,0.00086741894,0.060807474,0.01792876,0.0008683074,0.0070443675
A630012P03Rik,0.008268375,0.0038630234,0.00059155206,0.1440433,0.00800168,0.0020677983,0.00403297,0.00010763123,0.5233635,0.0020567449,0.00023150566,0.08031018,0.0003165878,0.0003620325,0.007092775
A630023A22Rik,0.0144040985,0.005803667,0.00031544623,0.004002639,0.0025179428,0.0011829224,0.0017157529,0.00011407675,0.07670551,0.0016722046,0.001466303,0.3007044,0.0002703204,0.0007197742,0.011611489
A630072M18Rik,0.112783186,0.031036485,0.16843963,0.19877702,0.19815415,0.011717982,0.064764746,0.10378509,0.0551493,0.06764511,0.044717707,0.069578946,0.09150327,0.045889825,0.20426849
A730046J19Rik,0.006540249,0.0042328807,0.0002859846,0.0034627721,0.0015037749,0.0011364599,0.0020418835,0.00016195061,0.051791154,0.0016698951,0.00019858911,0.034460057,0.00058823137,0.00029806074,0.005944121
A930001A20Rik,0.07739446,0.037810676,0.00069939723,0.0072312267,0.0020251311,0.0014699511,0.0021485155,0.00021739506,0.0017865582,0.0019557744,0.00019217309,0.39128783,0.00032536165,0.00051128404,0.055789206
A930015D03Rik,0.032578833,0.01643289,0.021041231,0.089983635,0.037347123,0.0025321245,0.13674313,0.023786945,0.06607479,0.04355574,0.02418864,0.029528568,0.018368905,0.016675198,0.070974074
AA467197,0.04200891,0.015367501,0.00093408814,0.003191406,0.002248445,0.0030202835,0.0027082951,0.029237384,0.024697129,0.010569624,0.004176779,0.06933053,0.21936367,0.0012419609,0.054325636
AB124611,0.33383074,0.009538764,0.014287351,0.023272898,0.01359333,0.0065426775,0.028235836,0.009455608,0.065029874,0.016236154,0.023218542,0.02168818,0.66777325,0.0059969635,0.16204907
AI413582,0.044358667,0.0058064843,0.030311923,0.024780054,0.022313451,0.106977634,0.03801292,0.033366427,0.16664942,0.07114778,0.05622457,0.053801753,0.2551843,0.019456387,0.07112041
AI593442,0.089439735,0.011623904,0.00089364685,0.004093604,0.0026599285,0.0034907488,0.0032587256,0.0002042887,0.0028063662,0.0019921497,0.0021632158,0.42222095,0.0007177236,0.008942165,0.05305413
AI661453,0.006356024,0.0058364016,0.0022255545,0.006808613,0.0036301024,0.011320478,0.0044291466,0.001151213,0.25379464,0.003560617,0.024603412,0.021394433,0.006328818,0.003758142,0.010375952
AI662270,0.27020195,0.1705161,0.002143978,0.008428297,0.008107019,0.0052583385,0.0040615117,0.014713573,0.040328644,0.013476461,0.013082588,0.028463982,0.48080972,0.002722691,0.91313154
AI837181,0.017403698,0.008763903,0.0070700874,0.027823258,0.010886644,0.10642746,0.028799037,0.035617284,0.16595732,0.06406046,0.06386836,0.044128314,0.03156071,0.031501632,0.020990618
AU020206,0.06424536,0.019965153,0.0019909386,0.21993616,0.031142894,0.086040795,0.004762347,0.024591591,0.0889027,0.050167266,0.027665334,0.023589913,0.07313993,0.016498052,0.08183683
AU021092,0.011232788,0.010286389,0.0018086539,0.019198367,0.0015159782,0.0069138315,0.0050708624,0.14726591,0.2889231,0.3305177,0.0043594795,0.029438565,0.007961375,0.009723389,0.014293663
AU022252,0.040939715,0.010511674,0.059648562,0.07327642,0.06771479,0.08175862,0.09213601,0.079785086,0.23497802,0.11336496,0.12200782,0.12702335,0.052583758,0.06177358,0.07072982
AU040320,0.034798827,0.009380427,0.05656421,0.21810059,0.12695,0.0032293836,0.16667035,0.046890512,0.11957564,0.064783655,0.042424496,0.062557146,0.05323141,0.021668501,0.039072555
AW112010,0.034797963,0.17140794,0.005378795,0.018159213,0.0035001922,0.028029356,0.0040772436,0.3538847,0.08549774,0.010638231,0.005744471,0.09812437,0.046034437,0.055780906,0.63203675
AW549877,0.022647645,0.015746133,0.031873416,0.04809601,0.07056325,0.03270606,0.110242195,0.04930728,0.12272148,0.074040025,0.07021223,0.107911535,0.028418534,0.03275287,0.015236139
AW551984,0.0064336737,0.006301776,0.006875164,0.006454864,0.016739678,0.06052971,0.02359613,0.0011776353,0.049440335,0.0066964407,0.07246167,0.025777504,0.005821302,0.0032670116,0.006762879
AW554918,0.00678452,0.009756478,0.0026693186,0.9453694,0.0313156,0.0022491843,0.15568425,0.025829181,0.048065666,0.09435359,0.020179983,0.045699466,0.016903557,0.01589859,0.022285048
AY036118,0.1038592,0.12474013,0.00867016,0.3634029,0.18199089,0.82916063,0.3894454,0.21340398,0.44158065,0.34255275,0.16636531,0.37234277,0.13948138,0.17267628,0.089959376
Aaas,0.050626483,0.029304791,0.017410025,0.18228912,0.031105747,0.010578895,0.038994268,0.06746546,0.23375033,0.07516026,0.10299689,0.047351025,0.064838,0.046754684,0.09293962
Aagab,0.035031606,0.01395295,0.02263012,0.059861664,0.057182368,0.05715224,0.034858547,0.03045192,0.08660728,0.040073905,0.034289837,0.020404385,0.09314636,0.013711613,0.07198614
Aak1,0.06869506,0.0059380764,0.40569293,1.3809491,0.6315004,0.0045733727,0.30191904,0.08927858,0.21178783,0.16070755,0.124080844,0.13178453,0.060368214,0.048658572,0.0799057
Aamdc,0.030566033,0.03491734,0.12934229,0.1562961,0.18204702,0.29798752,0.09912281,0.12821794,0.29896668,0.19584265,0.2192311,0.16940509,0.079744585,0.10472901,0.09166081
Aamp,0.07868322,0.014275775,0.23663086,0.2705818,0.26629817,0.7398986,0.31504187,0.31262684,1.2320127,0.5844521,0.53152186,0.24361113,0.40116543,0.21536516,0.40259916
Aar2,0.03659844,0.011334537,0.020719714,0.07564622,0.01704697,0.051849823,0.028264783,0.041661292,0.12209571,0.054919608,0.037057567,0.022192214,0.04717635,0.02848038,0.061488453
Aard,0.012369751,0.0038885172,0.0012799165,0.0078821685,0.0031339964,0.0071562766,0.007188629,0.0007084814,0.07613503,0.010995729,0.064688876,0.05572299,0.004986658,0.048198912,0.010540971
Aars,0.23474921,0.0501003,0.084249966,0.2555254,0.11310492,0.3914158,0.19843331,0.17654404,0.8285973,0.26627702,0.2721934,0.22298218,0.24393338,0.13808952,0.50440055
Aasdhppt,0.057249866,0.011792054,0.0819339,0.1424646,0.11618683,0.25639302,0.08931446,0.071168505,0.3757726,0.15299805,0.14502624,0.06364273,0.11789623,0.058419112,0.26515576
Aatf,0.037052877,0.009583178,0.010497266,0.06887902,0.025171509,0.0024463423,0.29412213,0.053631887,0.25442842,0.09014171,0.11458849,0.021158766,0.082026795,0.039266855,0.10260568
Abca1,0.025593156,0.055317327,0.0020864087,0.023927575,0.008781434,0.020411486,0.004086626,0.17886035,0.1826069,0.3387374,0.07851231,0.16468284,0.6351882,0.0364684,0.027591575
Abca3,0.036206063,0.030113079,0.00940231,0.062315237,0.03574998,0.009358528,0.035780147,0.07522691,0.23695126,0.14951329,0.013247906,0.04505006,0.08147233,0.019102449,0.04539604
Abca5,0.0065079117,0.012492846,0.01119802,0.028459994,0.00664087,0.02379801,0.08006362,0.025519935,0.04342682,0.016820658,0.10949454,0.06543598,0.010240553,0.05535868,0.006292437
Abca6,0.0062755006,0.0066975914,0.0006674933,0.0089222845,0.002635021,0.0021635399,0.0049450966,0.0029657912,0.02466529,0.0045357565,0.15586321,0.032860897,0.003412779,0.0148615595,0.0064135306
Abca7,0.017942756,0.0037736024,0.0037668454,0.043555602,0.020375604,0.004733494,0.024331396,0.035189677,0.058142815,0.046321332,0.01784925,0.02211887,0.03341801,0.022384655,0.057728715
Abca8a,0.025186861,0.048307437,0.0010665584,0.051323235,0.0050489143,0.039892145,0.004446838,0.026498206,0.15603985,0.065130204,1.4755468,0.36158714,0.073298365,0.0784996,0.0515925
Abca8b,0.0071039023,0.0066204946,0.0005815602,0.019129049,0.0060662855,0.0025586756,0.004316386,0.0054518953,0.015507187,0.013618841,0.21025524,0.15224767,0.007549845,0.010411714,0.011666842
Abca9,0.012586514,0.0070008216,0.0003374529,0.007197479,0.0021815628,0.003942687,0.0028709897,0.0034940084,0.10024498,0.021851312,0.2057824,0.035000376,0.091076605,0.012501722,0.0067275343
Abcb10,0.036054462,0.052735794,0.041967917,0.09310275,0.070784435,0.09711194,0.048859466,0.028259039,0.0918006,0.048071105,0.057945475,0.02436345,0.028211161,0.032155585,0.08660791
Abcb1a,0.01813256,0.042846188,0.0037375735,0.007249759,0.002210719,0.010400496,0.007317424,0.11798359,0.026699657,0.024905633,0.0018930588,0.021743888,0.0053312625,0.01114041,0.015453242
Abcb1b,0.031660456,0.023995658,0.001409849,0.014187785,0.0026625388,0.0073094987,0.019127257,0.075967826,0.42288023,0.015757179,0.011420958,0.028395448,0.05453579,0.011164867,0.05882909
Abcb7,0.02428181,0.010208366,0.00825309,0.31422335,0.13736165,2.2079453,0.050015416,0.037979063,0.1366873,0.06357841,0.033964407,0.019962166,0.047119822,0.02727843,0.070267625
Abcb8,0.022662686,0.017981993,0.21364062,0.32858226,0.25305954,0.24934945,0.09226693,0.068485126,0.13188341,0.09149441,0.048366144,0.06286317,0.052220758,0.033072237,0.094709836
Abcc1,0.0300117,0.0033565164,0.17446356,0.15165956,0.13508362,0.0031405196,0.36885285,0.028727343,0.105622984,0.011325605,0.04105292,0.024219034,0.1291057,0.02303077,0.045857348
Abcc5,0.035751484,0.026506534,0.14789714,0.07806367,0.24291149,0.0029559291,0.46197754,0.083653614,0.24140392,0.11756089,0.08796647,0.08472311,0.072270714,0.05427675,0.05530072
Abcc6,0.02221609,0.007853182,0.00085398764,0.011871812,0.0024603915,0.0014968553,0.0031740442,0.00030589683,0.0028060155,0.0017436238,0.00046142295,0.2564585,0.00035129112,0.00031526486,0.017501887
Abcc8,0.005723629,0.0030862892,0.39777276,0.53128326,0.49331614,0.0489016,0.12152333,0.00036162388,0.0040400284,0.0017345911,0.00048853696,0.022091135,0.0008379516,0.0009837656,0.0055853324
Abcc9,0.01739662,0.036703013,1.3382608,1.8181179,1.7173542,0.49303222,0.17697412,0.13929759,0.050244607,0.074052885,0.094623476,0.047194004,0.04265917,1.2256199,0.021651529
Abcd1,0.030866541,0.0039902683,0.018618323,0.03935925,0.03298942,0.05398074,0.0038273658,0.036950696,0.096389845,0.049197678,0.029934447,0.046530586,0.082594834,0.018380824,0.038223315
Abcd3,0.02328701,0.022287732,0.57312053,0.6795875,0.6029618,0.04949912,0.19686644,0.078802146,0.21581854,0.13365544,0.12141461,0.10538827,0.063621,0.076881215,0.03771564
Abcd4,0.012007247,0.0062988773,0.0037259657,0.014273285,0.007196368,0.0028143963,0.02408776,0.043745283,0.060027137,0.06729577,0.041198716,0.109819494,0.04351988,0.015361737,0.028451068
Abce1,0.116091,0.036274247,0.099205695,0.1975032,0.14873184,0.18152063,0.25390628,0.10836929,0.4568107,0.21851502,0.2523126,0.10499597,0.17810202,0.10857284,0.28634745
Abcf1,0.11977661,0.08426317,0.17468232,0.24662226,0.19583662,0.4677447,0.30159274,0.29397425,0.7257181,0.3253979,0.2785947,0.244602,0.29005548,0.19856906,0.44756302
Abcf2,0.040945414,0.007907659,0.052985556,0.06499998,0.07089696,0.20721598,0.053344373,0.08578392,0.35325024,0.14076108,0.11052185,0.05501438,0.087918214,0.049304567,0.21296938
Abcf3,0.02239979,0.016820846,0.046190113,0.085576095,0.049405932,0.16212715,0.087118976,0.0507608,0.1603308,0.09193309,0.06536426,0.084753886,0.05523571,0.018207641,0.05672325
Abcg1,0.04397343,0.0055265427,0.004563473,0.0072133457,0.014054825,0.027216846,0.007839988,0.049610134,0.012441606,0.04694671,0.0031739841,0.021462291,0.12373851,0.009471712,0.01614696
Abcg2,0.030696258,0.20501013,0.019848457,0.24090731,0.08808259,0.12122968,0.32414138,0.5646647,0.6074465,0.2344021,0.35651377,0.24385202,0.12257962,0.21008097,0.18319704
